10000 100457 
1 1124 1
1 1582 1
1 1604 1
1 2105 1
1 2141 1
1 2482 1
1 2613 1
1 2926 1
1 3050 1
1 3292 1
1 3366 1
1 3876 1
1 5193 1
1 5859 1
1 6509 1
1 6669 1
1 6853 1
1 6903 1
1 8023 1
1 8504 1
1 9734 1
2 628 1
2 1077 1
2 1132 1
2 1425 1
2 1551 1
2 1777 1
2 2079 1
2 2107 1
2 3672 1
2 4470 1
2 4841 1
2 6172 1
2 6584 1
2 6736 1
2 6862 1
2 7132 1
2 7637 1
2 7813 1
2 8586 1
2 9181 1
2 9658 1
2 9783 1
3 38 1
3 944 1
3 1390 1
3 1420 1
3 2358 1
3 3140 1
3 4011 1
3 6270 1
3 6325 1
3 6753 1
3 7158 1
3 7241 1
3 7467 1
3 9354 1
3 9775 1
4 420 1
4 718 1
4 805 1
4 1325 1
4 1410 1
4 1695 1
4 2038 1
4 2289 1
4 4022 1
4 4508 1
4 5139 1
4 5338 1
4 5461 1
4 6124 1
4 6227 1
4 6418 1
4 7235 1
4 7689 1
4 7723 1
4 8118 1
4 8498 1
4 9173 1
4 9541 1
4 9627 1
5 424 1
5 1078 1
5 1112 1
5 1678 1
5 1679 1
5 1739 1
5 1871 1
5 4496 1
5 5487 1
5 5716 1
5 7112 1
5 7529 1
5 8087 1
5 8813 1
5 9167 1
5 9325 1
6 28 1
6 197 1
6 1547 1
6 2753 1
6 3134 1
6 3271 1
6 3599 1
6 3755 1
6 4000 1
6 4385 1
6 4519 1
6 4974 1
6 5568 1
6 5788 1
6 6701 1
6 6790 1
6 7114 1
6 7609 1
6 8131 1
6 8201 1
6 8333 1
6 9605 1
6 9788 1
7 1398 1
7 1411 1
7 1510 1
7 1899 1
7 2160 1
7 2338 1
7 2512 1
7 3522 1
7 4398 1
7 4660 1
7 4688 1
7 5772 1
7 6364 1
7 6415 1
7 6436 1
7 6555 1
7 8695 1
7 8961 1
7 9017 1
7 9320 1
8 2229 1
8 2543 1
8 4057 1
8 4156 1
8 6512 1
8 7073 1
8 7524 1
8 7547 1
8 7989 1
8 8086 1
8 8406 1
8 8788 1
8 8838 1
8 9274 1
9 488 1
9 1010 1
9 1754 1
9 2850 1
9 3024 1
9 3751 1
9 3901 1
9 4148 1
9 4579 1
9 5365 1
9 5603 1
9 5907 1
9 6266 1
9 6463 1
9 7004 1
9 7052 1
9 7143 1
9 7613 1
9 8246 1
9 9394 1
9 9729 1
9 9913 1
10 243 1
10 1208 1
10 2499 1
10 3180 1
10 3184 1
10 4021 1
10 4202 1
10 4784 1
10 5032 1
10 5417 1
10 5926 1
10 6050 1
10 9053 1
10 9664 1
11 242 1
11 312 1
11 569 1
11 581 1
11 1106 1
11 1921 1
11 1939 1
11 2413 1
11 2448 1
11 2677 1
11 3881 1
11 4211 1
11 4335 1
11 4439 1
11 4608 1
11 5051 1
11 5464 1
11 5693 1
11 5713 1
11 6191 1
11 6423 1
11 6562 1
11 6840 1
11 7691 1
11 8741 1
11 8789 1
11 9057 1
11 9439 1
11 9470 1
12 3208 1
12 3993 1
12 4364 1
12 6478 1
12 7143 1
12 8219 1
12 8379 1
12 8823 1
13 90 1
13 948 1
13 1604 1
13 1626 1
13 2316 1
13 2378 1
13 3717 1
13 3901 1
13 4220 1
13 4672 1
13 4684 1
13 5161 1
13 6583 1
13 6641 1
13 7796 1
13 8120 1
13 9309 1
14 1163 1
14 1210 1
14 1645 1
14 2272 1
14 4158 1
14 5156 1
14 6161 1
14 6422 1
14 8056 1
14 8375 1
14 8779 1
14 9063 1
14 9536 1
14 9681 1
14 9743 1
15 151 1
15 380 1
15 468 1
15 532 1
15 1213 1
15 2390 1
15 3396 1
15 4075 1
15 4609 1
15 4886 1
15 5017 1
15 6894 1
15 7964 1
15 8122 1
15 8411 1
15 8697 1
15 9225 1
16 527 1
16 1195 1
16 2066 1
16 2353 1
16 2370 1
16 2725 1
16 2980 1
16 3269 1
16 3441 1
16 3872 1
16 3880 1
16 3959 1
16 4452 1
16 6012 1
16 6031 1
16 7149 1
16 7677 1
16 7707 1
16 8351 1
16 8674 1
16 8952 1
16 9029 1
16 9060 1
16 9299 1
16 9630 1
16 9794 1
17 1244 1
17 1551 1
17 1948 1
17 2723 1
17 3286 1
17 3479 1
17 4532 1
17 4800 1
17 5858 1
17 5981 1
17 6040 1
17 6278 1
17 7056 1
17 7486 1
