5000 50543 
1 70 1
1 395 1
1 537 1
1 717 1
1 770 1
1 1043 1
1 1415 1
1 1528 1
1 1601 1
1 1608 1
1 1797 1
1 1938 1
1 1958 1
1 2481 1
1 2602 1
1 2820 1
1 3083 1
1 3100 1
1 3389 1
1 3458 1
1 4409 1
1 4425 1
1 4515 1
1 4549 1
1 4626 1
1 4727 1
1 4788 1
2 201 1
2 207 1
2 320 1
2 660 1
2 899 1
2 1178 1
2 1500 1
2 2057 1
2 2282 1
2 3105 1
2 3716 1
2 3877 1
2 4183 1
2 4324 1
2 4565 1
2 4691 1
2 4711 1
2 4842 1
3 113 1
3 256 1
3 346 1
3 848 1
3 854 1
3 953 1
3 963 1
3 990 1
3 1328 1
3 1435 1
3 1596 1
3 2117 1
3 2135 1
3 2184 1
3 2263 1
3 3543 1
3 3721 1
3 4047 1
3 4224 1
3 4428 1
3 4433 1
3 4514 1
3 4541 1
3 4689 1
3 4872 1
4 376 1
4 868 1
4 1422 1
4 1986 1
4 2112 1
4 2347 1
4 2667 1
4 3162 1
4 3352 1
4 3751 1
4 4299 1
4 4425 1
4 4681 1
4 4914 1
5 283 1
5 353 1
5 392 1
5 443 1
5 535 1
5 1140 1
5 1569 1
5 2017 1
5 2133 1
5 2215 1
5 2373 1
5 3451 1
5 3689 1
5 3938 1
5 4814 1
5 4989 1
6 24 1
6 329 1
6 333 1
6 371 1
6 579 1
6 884 1
6 927 1
6 1267 1
6 1348 1
6 1548 1
6 2086 1
6 2621 1
6 2748 1
6 2799 1
6 3605 1
6 3662 1
6 3722 1
6 3763 1
6 4134 1
6 4371 1
6 4453 1
6 4958 1
7 42 1
7 49 1
7 104 1
7 711 1
7 786 1
7 1124 1
7 1165 1
7 1252 1
7 1344 1
7 1564 1
7 1694 1
7 1763 1
7 1958 1
7 1991 1
7 2194 1
7 2327 1
7 2760 1
7 3206 1
7 3577 1
7 3754 1
7 4056 1
8 683 1
8 965 1
8 1362 1
8 1371 1
8 1448 1
8 1480 1
8 2176 1
8 2286 1
8 2316 1
8 2332 1
8 2536 1
8 2987 1
8 3173 1
8 3488 1
8 3813 1
8 4832 1
9 445 1
9 505 1
9 564 1
9 820 1
9 905 1
9 1182 1
9 1741 1
9 1982 1
9 2025 1
9 2204 1
9 2579 1
9 2937 1
9 3019 1
9 3073 1
9 3735 1
9 3929 1
9 4490 1
9 4863 1
9 4932 1
10 80 1
10 82 1
10 537 1
10 569 1
10 688 1
10 978 1
10 984 1
10 1005 1
10 1149 1
10 1191 1
10 1361 1
10 1766 1
10 2352 1
10 2531 1
10 3249 1
10 3612 1
10 3842 1
10 4389 1
10 4828 1
11 416 1
11 616 1
11 699 1
11 793 1
11 1167 1
11 1747 1
11 1866 1
11 1912 1
11 1963 1
11 2073 1
11 2458 1
11 2516 1
11 2609 1
11 2859 1
11 3252 1
11 3313 1
11 3464 1
11 3564 1
11 3712 1
11 3887 1
11 3971 1
11 4553 1
11 4566 1
11 4901 1
11 4902 1
12 427 1
12 487 1
12 532 1
12 648 1
12 1748 1
12 1804 1
12 2283 1
12 2334 1
12 2351 1
12 2368 1
12 2654 1
12 2885 1
12 3084 1
12 3172 1
12 3873 1
12 3945 1
12 4132 1
12 4599 1
12 4882 1
13 67 1
13 256 1
13 502 1
13 590 1
13 647 1
13 868 1
13 997 1
13 1073 1
13 1108 1
13 1390 1
