200 783
1 5 1
1 7 1
1 8 1
1 11 1
1 15 1
1 19 1
1 27 1
1 28 1
1 35 1
1 37 1
1 41 1
1 45 1
1 50 1
1 52 1
1 54 1
1 57 1
1 61 1
1 70 1
1 78 1
1 135 1
1 170 1
1 198 1
2 5 1
2 6 1
2 7 1
2 12 1
2 13 1
2 15 1
2 19 1
2 23 1
2 24 1
2 26 1
2 33 1
2 34 1
2 38 1
2 45 1
2 48 1
2 51 1
2 53 1
2 56 1
2 57 1
2 62 1
2 68 1
2 81 1
2 85 1
2 86 1
2 101 1
2 105 1
2 107 1
2 113 1
2 120 1
2 122 1
2 130 1
2 135 1
2 146 1
2 150 1
2 157 1
2 161 1
2 169 1
2 196 1
3 5 1
3 6 1
3 9 1
3 10 1
3 13 1
3 16 1
3 17 1
3 21 1
3 36 1
3 39 1
3 41 1
3 52 1
3 58 1
3 65 1
3 70 1
3 77 1
3 96 1
3 115 1
3 130 1
3 144 1
3 154 1
3 162 1
3 173 1
3 176 1
3 191 1
3 192 1
3 195 1
4 5 1
4 6 1
4 14 1
4 16 1
4 20 1
4 29 1
4 30 1
4 34 1
4 39 1
4 46 1
4 47 1
4 53 1
4 55 1
4 79 1
4 97 1
4 110 1
4 121 1
4 151 1
4 177 1
4 191 1
5 6 1
5 7 1
5 8 1
5 9 1
5 10 1
5 11 1
5 12 1
5 14 1
5 15 1
5 18 1
5 20 1
5 21 1
5 24 1
5 25 1
5 26 1
5 35 1
5 38 1
5 46 1
5 47 1
5 51 1
5 60 1
5 64 1
5 71 1
5 72 1
5 77 1
5 78 1
5 80 1
5 83 1
5 84 1
5 91 1
5 93 1
5 94 1
5 95 1
5 96 1
5 100 1
5 102 1
5 106 1
5 110 1
5 114 1
5 122 1
5 127 1
5 143 1
5 155 1
5 158 1
5 162 1
5 166 1
5 182 1
5 200 1
6 8 1
6 10 1
6 11 1
6 21 1
6 22 1
6 24 1
6 35 1
6 36 1
6 38 1
6 40 1
6 42 1
6 47 1
6 59 1
6 66 1
6 67 1
6 80 1
6 118 1
6 137 1
6 140 1
6 147 1
6 187 1
7 8 1
7 9 1
7 10 1
7 11 1
7 12 1
7 14 1
7 16 1
7 20 1
7 27 1
7 44 1
7 47 1
7 50 1
7 66 1
7 82 1
7 113 1
7 115 1
7 126 1
7 131 1
7 138 1
7 168 1
7 186 1
8 9 1
8 12 1
8 19 1
8 26 1
8 33 1
8 37 1
8 42 1
8 49 1
8 54 1
8 59 1
8 61 1
8 62 1
8 66 1
8 68 1
8 87 1
8 116 1
8 121 1
8 125 1
8 148 1
8 159 1
8 162 1
8 172 1
8 174 1
8 177 1
8 184 1
9 13 1
9 15 1
9 18 1
9 21 1
9 22 1
9 23 1
9 28 1
9 31 1
9 32 1
9 50 1
9 53 1
9 54 1
9 57 1
9 75 1
9 85 1
9 97 1
9 102 1
9 103 1
9 107 1
9 110 1
9 111 1
9 133 1
9 139 1
9 155 1
9 164 1
9 175 1
9 182 1
10 13 1
10 14 1
10 18 1
10 19 1
10 43 1
10 83 1
10 96 1
10 120 1
10 126 1
10 152 1
10 176 1
10 184 1
11 30 1
11 38 1
11 51 1
11 92 1
11 190 1
12 16 1
12 17 1
12 23 1
12 30 1
12 33 1
12 36 1
12 39 1
12 60 1
12 71 1
12 81 1
12 99 1
12 102 1
12 108 1
12 112 1
12 186 1
13 18 1
13 20 1
13 22 1
13 37 1
13 43 1
13 48 1
13 55 1
13 65 1
13 115 1
13 198 1
14 17 1
14 29 1
14 31 1
14 67 1
14 76 1
14 93 1
14 98 1
14 111 1
14 137 1
14 152 1
14 153 1
15 22 1
15 54 1
15 80 1
15 93 1
15 143 1
15 155 1
15 164 1
16 17 1
16 24 1
16 33 1
16 34 1
16 41 1
16 50 1
16 65 1
16 133 1
16 135 1
16 160 1
16 200 1
17 25 1
17 32 1
17 34 1
17 48 1
17 58 1
17 97 1
17 99 1
17 108 1
17 111 1
17 116 1
17 118 1
17 125 1
17 127 1
17 139 1
17 140 1
17 168 1
17 184 1
18 63 1
18 141 1
19 25 1
19 27 1
19 29 1
19 35 1
19 36 1
19 41 1
19 44 1
19 46 1
19 63 1
19 72 1
19 76 1
19 82 1
19 91 1
19 105 1
19 121 1
19 142 1
19 143 1
19 146 1
19 158 1
19 165 1
19 166 1
19 181 1
20 23 1
20 25 1
20 31 1
20 63 1
20 87 1
20 90 1
20 100 1
20 108 1
20 147 1
21 57 1
21 75 1
21 82 1
21 92 1
21 103 1
21 109 1
21 114 1
21 149 1
21 166 1
22 43 1
22 44 1
22 46 1
22 82 1
22 148 1
23 26 1
23 32 1
23 42 1
23 65 1
23 69 1
23 88 1
23 128 1
23 137 1
23 145 1
23 156 1
23 161 1
23 194 1
24 49 1
24 89 1
24 104 1
24 113 1
24 136 1
24 173 1
25 30 1
25 32 1
25 66 1
25 107 1
25 108 1
25 124 1
25 188 1
