4000 38654 
1 91 1
1 314 1
1 555 1
1 642 1
1 746 1
1 1111 1
1 1126 1
1 1622 1
1 1870 1
1 1930 1
1 1996 1
1 2030 1
1 2290 1
1 2421 1
1 2436 1
1 2475 1
1 2490 1
1 2868 1
1 3174 1
1 3325 1
1 3736 1
1 3767 1
1 3788 1
2 541 1
2 615 1
2 755 1
2 1207 1
2 1319 1
2 1705 1
2 1902 1
2 1943 1
2 2008 1
2 2052 1
2 2660 1
2 2892 1
2 3401 1
2 3494 1
3 236 1
3 358 1
3 549 1
3 847 1
3 914 1
3 1090 1
3 1195 1
3 1525 1
3 1537 1
3 1581 1
3 1775 1
3 1863 1
3 2541 1
3 2542 1
3 2620 1
3 2813 1
3 2902 1
3 3223 1
3 3451 1
3 3522 1
3 3547 1
3 3725 1
3 3748 1
3 3799 1
4 556 1
4 760 1
4 963 1
4 1263 1
4 1364 1
4 1399 1
4 1617 1
4 1636 1
4 1748 1
4 1807 1
4 2221 1
4 2301 1
4 2421 1
4 2600 1
4 3469 1
4 3599 1
4 3976 1
5 66 1
5 123 1
5 362 1
5 477 1
5 513 1
5 793 1
5 1230 1
5 1535 1
5 1734 1
5 1863 1
5 2273 1
5 2339 1
5 2870 1
5 2874 1
5 3249 1
5 3597 1
5 3627 1
5 3656 1
5 3974 1
6 123 1
6 147 1
6 411 1
6 444 1
6 445 1
6 1004 1
6 1136 1
6 1220 1
6 1448 1
6 1466 1
6 1819 1
6 1988 1
6 2142 1
6 2143 1
6 2311 1
6 2601 1
6 2635 1
6 2953 1
6 3059 1
6 3962 1
6 3990 1
7 168 1
7 206 1
7 262 1
7 292 1
7 375 1
7 929 1
7 1002 1
7 1242 1
7 1259 1
7 1903 1
7 2019 1
7 2116 1
7 2216 1
7 2466 1
7 2550 1
7 2610 1
7 2791 1
7 3388 1
7 3458 1
7 3466 1
7 3551 1
7 3660 1
7 3709 1
8 49 1
8 164 1
8 779 1
8 1163 1
8 1464 1
8 1655 1
8 1701 1
8 1892 1
8 3119 1
8 3413 1
8 3464 1
9 12 1
9 120 1
9 611 1
9 737 1
9 769 1
9 1018 1
9 1114 1
9 1314 1
9 1481 1
9 1483 1
9 1549 1
9 1589 1
9 1671 1
9 1760 1
9 1810 1
9 1857 1
9 2316 1
9 2455 1
9 2534 1
9 2882 1
9 2966 1
9 3089 1
9 3278 1
9 3488 1
9 3616 1
9 3621 1
9 3653 1
9 3831 1
9 3993 1
10 104 1
10 181 1
10 394 1
10 488 1
10 522 1
10 685 1
10 831 1
10 1456 1
10 1564 1
10 1833 1
10 2173 1
10 2454 1
10 2691 1
10 3149 1
10 3398 1
10 3805 1
10 3842 1
10 3936 1
11 492 1
11 503 1
11 616 1
11 955 1
11 1040 1
11 1252 1
11 1533 1
11 1543 1
11 1813 1
11 1860 1
11 2196 1
11 2248 1
11 2291 1
